"insee_code","year","n_AEP","n_SOU","n_SUP","n_tot"
"59119",2018,0,8,162,170
"59119",2020,0,18,108,126
"59120",2018,0,8,162,170
"59120",2020,0,18,108,126
"59121",2018,0,8,8,16
"59121",2020,0,18,108,126
"59122",2018,0,8,8,16
"59122",2020,0,18,108,126
"59123",2018,0,8,8,16
"59123",2020,0,18,134,152
"59124",2018,0,8,8,16
"59124",2020,0,18,134,152
"59125",2018,0,8,8,16
"59125",2020,0,18,108,126
"59126",2018,0,8,8,16
"59126",2020,0,18,108,126
"59127",2018,0,8,8,16
"59127",2020,0,18,108,126
"59128",2018,0,8,8,16
"59128",2020,0,18,134,152
"59129",2018,0,8,8,16
"59129",2020,0,18,134,152
"59130",2018,0,8,162,170
"59130",2019,0,0,101,101
"59130",2020,0,18,216,234
"59131",2018,0,8,162,170
"59131",2019,0,0,101,101
"59131",2020,0,18,216,234
"59132",2018,0,8,8,16
"59132",2020,0,18,108,126
"59133",2018,0,8,8,16
"59133",2020,0,18,134,152
"59134",2018,0,8,8,16
"59134",2019,0,0,59,59
"59134",2020,0,18,108,126
"59135",2018,0,8,162,170
"59135",2020,0,18,108,126
"59136",2018,0,8,8,16
"59136",2020,0,18,108,126
"59137",2018,0,8,8,16
"59137",2020,0,18,108,126
"59138",2018,0,8,8,16
"59138",2020,0,18,108,126
"59139",2018,0,8,8,16
"59139",2020,0,18,108,126
"59140",2018,0,8,8,16
"59140",2020,0,18,108,126
"59141",2018,0,8,8,16
"59141",2020,0,18,108,126
"59142",2018,0,8,8,16
"59142",2019,0,0,59,59
"59142",2020,0,18,108,126
"59143",2018,0,8,162,170
"59143",2020,0,18,216,234
"59144",2018,0,8,8,16
"59144",2020,0,18,108,126
"59145",2018,0,8,8,16
"59145",2020,0,18,134,152
"59146",2018,0,8,8,16
"59146",2020,0,18,134,152
"59147",2018,0,8,8,16
"59147",2019,0,0,59,59
"59147",2020,0,18,108,126
"59148",2018,0,8,8,16
"59148",2019,0,0,59,59
"59148",2020,0,18,108,126
"59149",2018,0,8,8,16
"59149",2020,0,18,108,126
"59150",2018,0,8,8,16
"59150",2020,0,18,134,152
"59151",2018,0,8,8,16
"59151",2019,0,0,59,59
"59151",2020,0,18,108,126
"59152",2018,0,8,8,16
"59152",2020,0,18,134,152
"59153",2018,0,8,8,16
"59153",2020,0,18,108,126
"59155",2018,0,8,162,170
"59155",2019,0,0,101,101
"59155",2020,0,18,216,234
"59156",2018,0,8,8,16
"59156",2020,0,18,108,126
"59157",2018,0,8,8,16
"59157",2019,0,0,59,59
"59157",2020,0,18,108,126
"59158",2018,0,8,8,16
"59158",2020,0,18,216,234
"59159",2018,0,8,162,170
"59159",2019,0,0,101,101
"59159",2020,0,18,216,234
"59160",2018,0,8,8,16
"59160",2020,0,18,108,126
"59161",2018,0,8,8,16
"59161",2020,0,18,108,126
"59162",2018,0,8,162,170
"59162",2020,0,18,108,126
"59163",2018,0,8,8,16
"59163",2020,0,18,134,152
"59164",2018,0,8,8,16
"59164",2020,0,18,108,126
"59165",2018,0,8,8,16
"59165",2020,0,18,108,126
"59166",2018,0,8,8,16
"59166",2020,0,18,108,126
"59167",2018,0,8,8,16
"59167",2020,0,18,108,126
"59168",2018,0,8,8,16
"59168",2020,0,18,134,152
"59169",2018,0,8,8,16
"59169",2019,0,0,59,59
"59169",2020,0,18,108,126
"59170",2018,0,8,8,16
"59170",2020,0,18,108,126
"59171",2018,0,8,8,16
"59171",2020,0,18,108,126
"59172",2018,0,8,8,16
"59172",2020,0,18,108,126
"59173",2018,0,8,8,16
"59173",2020,0,18,134,152
"59174",2018,0,8,8,16
"59174",2019,0,0,59,59
"59174",2020,0,18,108,126
"59175",2018,0,8,8,16
"59175",2019,0,0,59,59
"59175",2020,0,18,108,126
"59176",2018,0,8,8,16
"59176",2020,0,18,108,126
"59177",2018,0,8,8,16
"59177",2019,0,0,59,59
"59177",2020,0,18,108,126
"59178",2018,0,8,8,16
"59178",2020,0,18,108,126
"59179",2018,0,8,8,16
"59179",2020,0,18,108,126
"59180",2018,0,8,162,170
"59180",2020,0,18,216,234
"59181",2018,0,8,8,16
"59181",2019,0,0,59,59
"59181",2020,0,18,108,126
"59182",2018,0,8,162,170
"59182",2019,0,0,101,101
"59182",2020,0,18,216,234
"59183",2018,0,8,162,170
"59183",2019,0,0,101,101
"59183",2020,0,18,216,234
"59184",2018,0,8,162,170
"59184",2020,0,18,216,234
"59185",2018,0,8,8,16
"59185",2020,0,18,216,234
"59186",2018,0,8,8,16
"59186",2019,0,0,59,59
"59186",2020,0,18,108,126
"59187",2018,0,8,8,16
"59187",2019,0,0,59,59
"59187",2020,0,18,108,126
"59188",2018,0,8,8,16
"59188",2019,0,0,59,59
"59188",2020,0,18,108,126
"59189",2018,0,8,162,170
"59189",2020,0,18,108,126
"59190",2018,0,8,8,16
"59190",2020,0,18,108,126
"59191",2018,0,8,8,16
"59191",2020,0,18,108,126
"59192",2018,0,8,8,16
"59192",2020,0,18,108,126
"59193",2018,0,8,8,16
"59193",2020,0,18,134,152
"59194",2018,0,8,8,16
"59194",2020,0,18,108,126
"59195",2018,0,8,8,16
"59195",2020,0,18,134,152
"59196",2018,0,8,8,16
"59196",2020,0,18,134,152
"59197",2018,0,8,8,16
"59197",2020,0,18,134,152
"59198",2018,0,8,8,16
"59198",2019,0,0,59,59
"59198",2020,0,18,108,126
"59199",2018,0,8,8,16
"59199",2020,0,18,108,126
"59200",2018,0,8,162,170
"59200",2020,0,18,108,126
"59201",2018,0,8,8,16
"59201",2020,0,18,134,152
"59202",2018,0,8,162,170
"59202",2020,0,18,216,234
"59203",2018,0,8,8,16
"59203",2020,0,18,108,126
"59204",2018,0,8,8,16
"59204",2020,0,18,108,126
"59205",2018,0,8,8,16
"59205",2020,0,18,108,126
"59206",2018,0,8,8,16
"59206",2020,0,18,108,126
"59207",2018,0,8,8,16
"59207",2020,0,18,108,126
"59208",2018,0,8,8,16
"59208",2020,0,18,134,152
"59209",2018,0,8,8,16
"59209",2020,0,18,108,126
"59210",2018,0,8,162,170
"59210",2020,0,18,108,126
"59211",2018,0,8,8,16
"59211",2020,0,18,108,126
"59212",2018,0,8,162,170
"59212",2020,0,18,216,234
"59213",2018,0,8,8,16
"59213",2020,0,18,108,126
"59214",2018,0,8,8,16
"59214",2020,0,18,108,126
"59215",2018,0,8,8,16
"59215",2020,0,18,108,126
"59216",2018,0,8,8,16
"59216",2020,0,18,108,126
"59217",2018,0,8,8,16
"59217",2020,0,18,108,126
"59218",2018,0,8,8,16
"59218",2019,0,0,59,59
"59218",2020,0,18,108,126
"59219",2018,0,8,8,16
"59219",2020,0,18,108,126
"59220",2018,0,8,8,16
"59220",2020,0,18,134,152
"59221",2018,0,8,8,16
"59221",2020,0,18,108,126
"59222",2018,0,8,8,16
"59222",2020,0,18,216,234
"59223",2018,0,8,8,16
"59223",2019,0,0,59,59
"59223",2020,0,18,108,126
"59224",2018,0,8,8,16
"59224",2020,0,18,108,126
"59225",2018,0,8,8,16
"59225",2020,0,18,108,126
"59226",2018,0,8,8,16
"59226",2019,0,0,59,59
"59226",2020,0,18,108,126
"59227",2018,0,8,8,16
"59227",2020,0,18,216,234
"59228",2018,0,8,8,16
"59228",2020,0,18,108,126
"59229",2018,0,8,8,16
"59229",2019,0,0,59,59
"59229",2020,0,18,108,126
"59230",2018,0,8,8,16
"59230",2019,0,0,59,59
"59230",2020,0,18,108,126
"59231",2018,0,8,8,16
"59231",2019,0,0,59,59
"59231",2020,0,18,108,126
"59232",2018,0,8,8,16
"59232",2020,0,18,108,126
"59233",2018,0,8,8,16
"59233",2019,0,0,59,59
"59233",2020,0,18,108,126
"59234",2018,0,8,8,16
"59234",2020,0,18,134,152
"59236",2018,0,8,8,16
"59236",2020,0,18,108,126
"59237",2018,0,8,162,170
"59237",2020,0,18,108,126
"59238",2018,0,8,8,16
"59238",2020,0,18,108,126
"59239",2018,0,8,8,16
"59239",2020,0,18,216,234
"59240",2018,0,8,8,16
"59240",2019,0,0,59,59
"59240",2020,0,18,108,126
"59241",2018,0,8,8,16
"59241",2019,0,0,59,59
"59241",2020,0,18,108,126
"59242",2018,0,8,8,16
"59242",2020,0,18,108,126
"59243",2018,0,8,8,16
"59243",2020,0,18,108,126
"59244",2018,0,8,8,16
"59244",2020,0,18,108,126
"59246",2018,0,8,8,16
"59246",2020,0,18,108,126
"59247",2018,0,8,8,16
"59247",2020,0,18,134,152
"59249",2018,0,8,8,16
"59249",2019,0,0,59,59
"59249",2020,0,18,108,126
"59250",2018,0,8,8,16
"59250",2020,0,18,134,152
"59251",2018,0,8,8,16
"59251",2020,0,18,108,126
"59252",2018,0,8,8,16
"59252",2020,0,18,134,152
"59253",2018,0,8,8,16
"59253",2020,0,18,108,126
"59254",2018,0,8,8,16
"59254",2020,0,18,108,126
"59255",2018,0,8,8,16
"59255",2020,0,18,108,126
"59256",2018,0,8,8,16
"59256",2020,0,18,134,152
"59257",2018,0,8,8,16
"59257",2020,0,18,134,152
"59258",2018,0,8,8,16
"59258",2020,0,18,134,152
"59259",2018,0,8,8,16
"59259",2020,0,18,108,126
"59260",2018,0,8,162,170
"59260",2019,0,0,101,101
"59260",2020,0,18,216,234
"59261",2018,0,8,8,16
"59261",2019,0,0,59,59
"59261",2020,0,18,108,126
"59262",2018,0,8,162,170
"59262",2020,0,18,108,126
"59263",2018,0,8,8,16
"59263",2020,0,18,108,126
"59264",2018,0,8,8,16
"59264",2020,0,18,108,126
"59265",2018,0,8,8,16
"59265",2020,0,18,108,126
"59266",2018,0,8,8,16
"59266",2020,0,18,134,152
"59267",2018,0,8,8,16
"59267",2020,0,18,108,126
"59268",2018,0,8,162,170
"59268",2020,0,18,216,234
"59269",2018,0,8,8,16
"59269",2020,0,18,108,126
"59270",2018,0,8,8,16
"59270",2019,0,0,59,59
"59270",2020,0,18,108,126
"59271",2018,0,8,162,170
"59271",2019,0,0,101,101
"59271",2020,0,18,216,234
"59272",2018,0,8,162,170
"59272",2019,0,0,101,101
"59272",2020,0,18,216,234
"59273",2018,0,8,162,170
"59273",2019,0,0,101,101
"59273",2020,0,18,216,234
"59274",2018,0,8,8,16
"59274",2019,0,0,59,59
"59274",2020,0,18,108,126
"59275",2018,0,8,8,16
"59275",2020,0,18,134,152
"59276",2018,0,8,8,16
"59276",2020,0,18,216,234
"59277",2018,0,8,8,16
"59277",2020,0,18,108,126
"59278",2018,0,8,8,16
"59278",2020,0,18,134,152
"59279",2018,0,8,8,16
"59279",2020,0,18,134,152
"59280",2018,0,8,8,16
"59280",2020,0,18,108,126
"59281",2018,0,8,8,16
"59281",2020,0,18,134,152
"59282",2018,0,8,162,170
"59282",2020,0,18,108,126
"59283",2018,0,8,8,16
"59283",2020,0,18,108,126
"59284",2018,0,8,8,16
"59284",2020,0,18,216,234
"59285",2018,0,8,8,16
"59285",2020,0,18,108,126
"59286",2018,0,8,8,16
"59286",2020,0,18,134,152
"59287",2018,0,8,8,16
"59287",2020,0,18,108,126
"59288",2018,0,8,8,16
"59288",2020,0,18,108,126
"59289",2018,0,8,8,16
"59289",2020,0,18,108,126
"59290",2018,0,8,8,16
"59290",2019,0,0,59,59
"59290",2020,0,18,108,126
"59291",2018,0,8,8,16
"59291",2019,0,0,59,59
"59291",2020,0,18,108,126
"59292",2018,0,8,8,16
"59292",2020,0,18,108,126
"59293",2018,0,8,162,170
"59293",2020,0,18,216,234
"59294",2018,0,8,8,16
"59294",2020,0,18,108,126
"59295",2018,0,8,162,170
"59295",2020,0,18,216,234
"59296",2018,0,8,8,16
"59296",2020,0,18,108,126
"59297",2018,0,8,8,16
"59297",2020,0,18,108,126
"59299",2018,0,8,8,16
"59299",2020,0,18,134,152
"59300",2018,0,8,8,16
"59300",2020,0,18,108,126
"59301",2018,0,8,8,16
"59301",2020,0,18,108,126
"59302",2018,0,8,8,16
"59302",2020,0,18,108,126
"59303",2018,0,8,8,16
"59303",2020,0,18,134,152
"59304",2018,0,8,8,16
"59304",2020,0,18,134,152
"59305",2018,0,8,162,170
"59305",2020,0,18,108,126
"59306",2018,0,8,8,16
"59306",2019,0,0,59,59
"59306",2020,0,18,108,126
"59307",2018,0,8,162,170
"59307",2019,0,0,101,101
"59307",2020,0,18,216,234
"59308",2018,0,8,162,170
"59308",2020,0,18,108,126
"59309",2018,0,8,162,170
"59309",2020,0,18,108,126
"59310",2018,0,8,8,16
"59310",2020,0,18,108,126
"59311",2018,0,8,8,16
"59311",2020,0,18,108,126
"59312",2018,0,8,8,16
"59312",2020,0,18,108,126
"59313",2018,0,8,8,16
"59313",2020,0,18,108,126
"59314",2018,0,8,8,16
"59314",2020,0,18,108,126
"59315",2018,0,8,8,16
"59315",2020,0,18,108,126
"59316",2018,0,8,8,16
"59316",2020,0,18,134,152
"59317",2018,0,8,162,170
"59317",2020,0,18,216,234
"59318",2018,0,8,162,170
"59318",2020,0,18,108,126
"59319",2018,0,8,162,170
"59319",2019,0,0,101,101
"59319",2020,0,18,216,234
"59320",2018,0,8,8,16
"59320",2020,0,18,134,152
"59321",2018,0,8,8,16
"59321",2020,0,18,108,126
"59322",2018,0,8,8,16
"59322",2020,0,18,108,126
"59323",2018,0,8,8,16
"59323",2020,0,18,108,126
"59324",2018,0,8,8,16
"59324",2019,0,0,59,59
"59324",2020,0,18,108,126
"59325",2018,0,8,8,16
"59325",2020,0,18,108,126
"59326",2018,0,8,162,170
"59326",2020,0,18,108,126
"59327",2018,0,8,8,16
"59327",2020,0,18,216,234
"59328",2018,0,8,8,16
"59328",2020,0,18,134,152
"59329",2018,0,8,8,16
"59329",2020,0,18,108,126
"59330",2018,0,8,8,16
"59330",2020,0,18,216,234
"59331",2018,0,8,8,16
"59331",2020,0,18,108,126
"59332",2018,0,8,8,16
"59332",2020,0,18,134,152
"59333",2018,0,8,8,16
"59333",2019,0,0,59,59
"59333",2020,0,18,108,126
"59334",2018,0,8,8,16
"59334",2020,0,18,108,126
"59335",2018,0,8,8,16
"59335",2020,0,18,216,234
"59336",2018,0,8,8,16
"59336",2020,0,18,108,126
"59337",2018,0,8,162,170
"59337",2020,0,18,108,126
"59338",2018,0,8,162,170
"59338",2020,0,18,108,126
"59339",2018,0,8,8,16
"59339",2020,0,18,134,152
"59340",2018,0,8,162,170
"59340",2019,0,0,101,101
"59340",2020,0,18,216,234
"59341",2018,0,8,8,16
"59341",2020,0,18,108,126
"59342",2018,0,8,8,16
"59342",2019,0,0,59,59
"59342",2020,0,18,108,126
"59343",2018,0,8,8,16
"59343",2020,0,18,134,152
"59344",2018,0,8,8,16
"59344",2019,0,0,59,59
"59344",2020,0,18,108,126
"59345",2018,0,8,8,16
"59345",2020,0,18,216,234
"59346",2018,0,8,8,16
"59346",2020,0,18,134,152
"59347",2018,0,8,8,16
"59347",2019,0,0,59,59
"59347",2020,0,18,108,126
"59348",2018,0,8,8,16
"59348",2020,0,18,108,126
"59349",2018,0,8,8,16
"59349",2020,0,18,108,126
"59350",2018,0,8,8,16
"59350",2020,0,18,134,152
"59351",2018,0,8,8,16
"59351",2019,0,0,59,59
"59351",2020,0,18,108,126
"59352",2018,0,8,8,16
"59352",2020,0,18,134,152
"59353",2018,0,8,8,16
"59353",2020,0,18,108,126
"59354",2018,0,8,8,16
"59354",2020,0,18,216,234
"59356",2018,0,8,8,16
"59356",2020,0,18,134,152
"59357",2018,0,8,8,16
"59357",2020,0,18,108,126
"59358",2018,0,8,162,170
"59358",2019,0,0,101,101
"59358",2020,0,18,216,234
"59359",2018,0,8,162,170
"59359",2019,0,0,101,101
"59359",2020,0,18,216,234
"59360",2018,0,8,8,16
"59360",2020,0,18,134,152
"59361",2018,0,8,8,16
"59361",2020,0,18,108,126
"59363",2018,0,8,8,16
"59363",2020,0,18,108,126
"59364",2018,0,8,8,16
"59364",2020,0,18,134,152
"59365",2018,0,8,8,16
"59365",2019,0,0,59,59
"59365",2020,0,18,108,126
"59366",2018,0,8,162,170
"59366",2020,0,18,216,234
"59367",2018,0,8,8,16
"59367",2020,0,18,134,152
"59368",2018,0,8,8,16
"59368",2020,0,18,134,152
"59369",2018,0,8,8,16
"59369",2020,0,18,108,126
"59370",2018,0,8,8,16
"59370",2020,0,18,108,126
"59371",2018,0,8,8,16
"59371",2020,0,18,134,152
"59372",2018,0,8,8,16
"59372",2020,0,18,108,126
"59374",2018,0,8,8,16
"59374",2019,0,0,59,59
"59374",2020,0,18,108,126
"59375",2018,0,8,8,16
"59375",2020,0,18,216,234
"59377",2018,0,8,8,16
"59377",2020,0,18,108,126
"59378",2018,0,8,8,16
"59378",2020,0,18,134,152
"59379",2018,0,8,8,16
"59379",2020,0,18,108,126
"59381",2018,0,8,8,16
"59381",2020,0,18,108,126
"59382",2018,0,8,8,16
"59382",2020,0,18,108,126
"59383",2018,0,8,8,16
"59383",2020,0,18,108,126
"59384",2018,0,8,8,16
"59384",2019,0,0,59,59
"59384",2020,0,18,108,126
"59385",2018,0,8,8,16
"59385",2020,0,18,108,126
"59386",2018,0,8,8,16
"59386",2020,0,18,134,152
"59387",2018,0,8,8,16
"59387",2020,0,18,108,126
"59388",2018,0,8,8,16
"59388",2020,0,18,134,152
"59389",2018,0,8,8,16
"59389",2020,0,18,108,126
"59390",2018,0,8,8,16
"59390",2020,0,18,216,234
"59391",2018,0,8,8,16
"59391",2020,0,18,108,126
"59392",2018,0,8,8,16
"59392",2020,0,18,108,126
"59393",2018,0,8,8,16
"59393",2020,0,18,216,234
"59394",2018,0,8,8,16
"59394",2020,0,18,108,126
"59395",2018,0,8,8,16
"59395",2020,0,18,108,126
"59396",2018,0,8,8,16
"59396",2020,0,18,108,126
"59397",2018,0,8,162,170
"59397",2020,0,18,108,126
"59398",2018,0,8,8,16
"59398",2020,0,18,134,152
"59399",2018,0,8,162,170
"59399",2020,0,18,216,234
"59400",2018,0,8,162,170
"59400",2020,0,18,216,234
"59401",2018,0,8,162,170
"59401",2020,0,18,108,126
"59402",2018,0,8,162,170
"59402",2020,0,18,108,126
"59403",2018,0,8,8,16
"59403",2020,0,18,216,234
"59405",2018,0,8,8,16
"59405",2020,0,18,108,126
"59406",2018,0,8,8,16
"59406",2019,0,0,59,59
"59406",2020,0,18,108,126
"59407",2018,0,8,8,16
"59407",2020,0,18,108,126
"59408",2018,0,8,8,16
"59408",2020,0,18,134,152
"59409",2018,0,8,8,16
"59409",2020,0,18,108,126
"59410",2018,0,8,8,16
"59410",2020,0,18,134,152
"59411",2018,0,8,8,16
"59411",2020,0,18,134,152
"59412",2018,0,8,8,16
"59412",2020,0,18,108,126
"59413",2018,0,8,8,16
"59413",2020,0,18,108,126
"59414",2018,0,8,8,16
"59414",2020,0,18,216,234
"59415",2018,0,8,8,16
"59415",2020,0,18,108,126
"59416",2018,0,8,162,170
"59416",2020,0,18,216,234
"59418",2018,0,8,8,16
"59418",2020,0,18,108,126
"59419",2018,0,8,8,16
"59419",2020,0,18,134,152
"59420",2018,0,8,8,16
"59420",2019,0,0,59,59
"59420",2020,0,18,108,126
"59421",2018,0,8,8,16
"59421",2020,0,18,134,152
"59422",2018,0,8,8,16
"59422",2020,0,18,108,126
"59423",2018,0,8,162,170
"59423",2020,0,18,216,234
"59424",2018,0,8,8,16
"59424",2019,0,0,59,59
"59424",2020,0,18,108,126
"59425",2018,0,8,8,16
"59425",2020,0,18,108,126
"59426",2018,0,8,8,16
"59426",2020,0,18,134,152
"59427",2018,0,8,8,16
"59427",2020,0,18,134,152
"59428",2018,0,8,8,16
"59428",2020,0,18,108,126
"59429",2018,0,8,8,16
"59429",2020,0,18,108,126
"59430",2018,0,8,8,16
"59430",2020,0,18,108,126
"59431",2018,0,8,162,170
"59431",2020,0,18,216,234
"59432",2018,0,8,8,16
"59432",2020,0,18,108,126
"59433",2018,0,8,162,170
"59433",2020,0,18,108,126
"59434",2018,0,8,8,16
"59434",2020,0,18,216,234
"59435",2018,0,8,8,16
"59435",2020,0,18,134,152
"59436",2018,0,8,162,170
"59436",2020,0,18,108,126
"59437",2018,0,8,8,16
"59437",2020,0,18,134,152
"59438",2018,0,8,8,16
"59438",2020,0,18,108,126
"59439",2018,0,8,8,16
"59439",2019,0,0,59,59
"59439",2020,0,18,108,126
"59440",2018,0,8,8,16
"59440",2020,0,18,108,126
"59441",2018,0,8,8,16
"59441",2020,0,18,108,126
"59442",2018,0,8,8,16
"59442",2019,0,0,59,59
"59442",2020,0,18,108,126
"59443",2018,0,8,162,170
"59443",2020,0,18,108,126
"59444",2018,0,8,8,16
"59444",2020,0,18,108,126
"59445",2018,0,8,8,16
"59445",2019,0,0,59,59
"59445",2020,0,18,108,126
"59446",2018,0,8,8,16
"59446",2020,0,18,108,126
"59447",2018,0,8,8,16
"59447",2020,0,18,108,126
"59448",2018,0,8,162,170
"59448",2020,0,18,108,126
"59449",2018,0,8,8,16
"59449",2020,0,18,216,234
"59450",2018,0,8,8,16
"59450",2020,0,18,108,126
"59451",2018,0,8,8,16
"59451",2020,0,18,108,126
"59452",2018,0,8,8,16
"59452",2020,0,18,134,152
"59453",2018,0,8,162,170
"59453",2020,0,18,108,126
"59454",2018,0,8,162,170
"59454",2020,0,18,108,126
"59455",2018,0,8,8,16
"59455",2020,0,18,108,126
"59456",2018,0,8,8,16
"59456",2020,0,18,216,234
"59457",2018,0,8,8,16
"59457",2020,0,18,134,152
"59458",2018,0,8,8,16
"59458",2020,0,18,134,152
"59459",2018,0,8,8,16
"59459",2020,0,18,108,126
"59461",2018,0,8,8,16
"59461",2019,0,0,59,59
"59461",2020,0,18,108,126
"59462",2018,0,8,8,16
"59462",2020,0,18,134,152
"59463",2018,0,8,162,170
"59463",2020,0,18,108,126
"59464",2018,0,8,8,16
"59464",2020,0,18,108,126
"59465",2018,0,8,8,16
"59465",2020,0,18,108,126
"59466",2018,0,8,8,16
"59466",2020,0,18,134,152
"59467",2018,0,8,8,16
"59467",2019,0,0,59,59
"59467",2020,0,18,108,126
"59468",2018,0,8,8,16
"59468",2020,0,18,108,126
"59469",2018,0,8,162,170
"59469",2020,0,18,216,234
"59470",2018,0,8,8,16
"59470",2020,0,18,134,152
"59471",2018,0,8,8,16
"59471",2020,0,18,108,126
"59472",2018,0,8,8,16
"59472",2020,0,18,108,126
"59473",2018,0,8,8,16
"59473",2020,0,18,108,126
"59474",2018,0,8,8,16
"59474",2019,0,0,59,59
"59474",2020,0,18,108,126
"59475",2018,0,8,8,16
"59475",2020,0,18,108,126
"59476",2018,0,8,8,16
"59476",2020,0,18,108,126
"59477",2018,0,8,8,16
"59477",2020,0,18,134,152
"59478",2018,0,8,162,170
"59478",2020,0,18,108,126
"59479",2018,0,8,8,16
"59479",2020,0,18,108,126
"59480",2018,0,8,8,16
"59480",2020,0,18,108,126
"59481",2018,0,8,8,16
"59481",2020,0,18,108,126
"59482",2018,0,8,8,16
"59482",2020,0,18,134,152
"59483",2018,0,8,8,16
"59483",2019,0,0,59,59
"59483",2020,0,18,108,126
"59484",2018,0,8,8,16
"59484",2020,0,18,108,126
"59485",2018,0,8,8,16
"59485",2020,0,18,108,126
"59486",2018,0,8,8,16
"59486",2020,0,18,216,234
"59487",2018,0,8,8,16
"59487",2020,0,18,134,152
"59488",2018,0,8,8,16
"59488",2020,0,18,108,126
"59489",2018,0,8,8,16
"59489",2020,0,18,216,234
"59490",2018,0,8,8,16
"59490",2019,0,0,59,59
"59490",2020,0,18,108,126
"59491",2018,0,8,8,16
"59491",2020,0,18,108,126
"59492",2018,0,8,8,16
"59492",2020,0,18,108,126
"59493",2018,0,8,8,16
"59493",2019,0,0,59,59
"59493",2020,0,18,108,126
"59494",2018,0,8,8,16
"59494",2020,0,18,108,126
"59495",2018,0,8,8,16
"59495",2019,0,0,59,59
"59495",2020,0,18,108,126
"59496",2018,0,8,8,16
"59496",2019,0,0,59,59
"59496",2020,0,18,108,126
"59497",2018,0,8,162,170
"59497",2020,0,18,108,126
"59498",2018,0,8,8,16
"59498",2020,0,18,108,126
"59499",2018,0,8,162,170
"59499",2020,0,18,108,126
"59500",2018,0,8,8,16
"59500",2020,0,18,108,126
"59501",2018,0,8,8,16
"59501",2020,0,18,216,234
"59502",2018,0,8,8,16
"59502",2020,0,18,108,126
"59503",2018,0,8,8,16
"59503",2020,0,18,108,126
"59504",2018,0,8,8,16
"59504",2020,0,18,108,126
"59505",2018,0,8,8,16
"59505",2020,0,18,108,126
"59506",2018,0,8,8,16
"59506",2020,0,18,108,126
"59507",2018,0,8,8,16
"59507",2020,0,18,134,152
"59508",2018,0,8,8,16
"59508",2020,0,18,134,152
"59509",2018,0,8,8,16
"59509",2020,0,18,134,152
"59511",2018,0,8,8,16
"59511",2020,0,18,216,234
"59512",2018,0,8,8,16
"59512",2020,0,18,134,152
"59513",2018,0,8,8,16
"59513",2020,0,18,108,126
"59514",2018,0,8,8,16
"59514",2019,0,0,59,59
"59514",2020,0,18,108,126
"59515",2018,0,8,8,16
"59515",2020,0,18,108,126
"59516",2018,0,8,162,170
"59516",2020,0,18,108,126
"59517",2018,0,8,8,16
"59517",2020,0,18,108,126
"59518",2018,0,8,8,16
"59518",2020,0,18,108,126
"59519",2018,0,8,8,16
"59519",2020,0,18,216,234
"59520",2018,0,8,8,16
"59520",2020,0,18,108,126
"59521",2018,0,8,8,16
"59521",2020,0,18,108,126
"59522",2018,0,8,8,16
"59522",2020,0,18,134,152
"59523",2018,0,8,8,16
"59523",2020,0,18,134,152
"59524",2018,0,8,8,16
"59524",2020,0,18,134,152
"59525",2018,0,8,8,16
"59525",2019,0,0,59,59
"59525",2020,0,18,108,126
"59526",2018,0,8,8,16
"59526",2020,0,18,216,234
"59527",2018,0,8,8,16
"59527",2020,0,18,134,152
"59528",2018,0,8,8,16
"59528",2020,0,18,108,126
"59529",2018,0,8,8,16
"59529",2019,0,0,59,59
"59529",2020,0,18,108,126
"59530",2018,0,8,8,16
"59530",2020,0,18,108,126
"59531",2018,0,8,8,16
"59531",2020,0,18,108,126
"59532",2018,0,8,162,170
"59532",2019,0,0,101,101
"59532",2020,0,18,216,234
"59533",2018,0,8,8,16
"59533",2020,0,18,108,126
"59534",2018,0,8,8,16
"59534",2019,0,0,59,59
"59534",2020,0,18,108,126
"59535",2018,0,8,162,170
"59535",2020,0,18,108,126
"59536",2018,0,8,162,170
"59536",2020,0,18,108,126
"59537",2018,0,8,8,16
"59537",2020,0,18,108,126
"59538",2018,0,8,162,170
"59538",2020,0,18,108,126
"59539",2018,0,8,162,170
"59539",2019,0,0,101,101
"59539",2020,0,18,216,234
"59541",2018,0,8,8,16
"59541",2020,0,18,108,126
"59542",2018,0,8,8,16
"59542",2019,0,0,59,59
"59542",2020,0,18,108,126
"59543",2018,0,8,8,16
"59543",2019,0,0,59,59
"59543",2020,0,18,108,126
"59544",2018,0,8,8,16
"59544",2020,0,18,108,126
"59545",2018,0,8,8,16
"59545",2020,0,18,108,126
"59546",2018,0,8,162,170
"59546",2020,0,18,108,126
"59547",2018,0,8,8,16
"59547",2020,0,18,108,126
"59548",2018,0,8,8,16
"59548",2020,0,18,108,126
"59549",2018,0,8,8,16
"59549",2020,0,18,108,126
"59550",2018,0,8,8,16
"59550",2020,0,18,134,152
"59551",2018,0,8,8,16
"59551",2020,0,18,216,234
"59552",2018,0,8,8,16
"59552",2020,0,18,108,126
"59553",2018,0,8,8,16
"59553",2020,0,18,134,152
"59554",2018,0,8,8,16
"59554",2020,0,18,216,234
"59555",2018,0,8,8,16
"59555",2019,0,0,59,59
"59555",2020,0,18,108,126
"59556",2018,0,8,8,16
"59556",2019,0,0,59,59
"59556",2020,0,18,108,126
"59557",2018,0,8,8,16
"59557",2020,0,18,108,126
"59558",2018,0,8,8,16
"59558",2020,0,18,108,126
"59559",2018,0,8,8,16
"59559",2020,0,18,108,126
