"insee_code","year","n_AEP","n_SOU","n_SUP","n_tot"
"22155",2018,0,71,71,142
"22156",2016,0,0,36,36
"22156",2018,0,71,71,142
"22157",2016,0,0,36,36
"22157",2018,0,71,71,142
"22158",2016,0,0,36,36
"22158",2018,0,71,71,142
"22160",2016,0,0,36,36
"22160",2018,0,71,71,142
"22161",2016,0,0,36,36
"22161",2018,0,71,71,142
"22162",2016,0,0,36,36
"22162",2018,0,71,71,142
"22163",2016,0,0,36,36
"22163",2018,0,71,71,142
"22164",2016,0,0,36,36
"22164",2018,0,71,71,142
"22165",2016,0,0,36,36
"22165",2018,0,71,71,142
"22166",2016,0,0,36,36
"22166",2018,0,71,71,142
"22168",2016,0,0,36,36
"22168",2018,0,71,71,142
"22169",2016,0,0,36,36
"22169",2018,0,71,71,142
"22170",2016,0,0,36,36
"22170",2018,0,71,71,142
"22171",2016,0,0,36,36
"22171",2018,0,71,71,142
"22172",2016,0,0,36,36
"22172",2018,0,71,71,142
"22174",2016,0,0,36,36
"22174",2018,0,71,71,142
"22175",2016,0,0,36,36
"22175",2018,0,71,71,142
"22176",2016,0,0,36,36
"22176",2018,0,71,71,142
"22177",2016,0,0,36,36
"22177",2018,0,71,71,142
"22178",2016,0,0,36,36
"22178",2018,0,71,71,142
"22179",2016,0,0,36,36
"22179",2018,0,71,71,142
"22180",2016,0,0,36,36
"22180",2018,0,71,71,142
"22181",2016,0,0,36,36
"22181",2018,0,71,71,142
"22182",2016,0,0,36,36
"22182",2018,0,71,71,142
"22183",2016,0,0,36,36
"22183",2018,0,71,71,142
"22184",2016,0,0,36,36
"22184",2018,0,71,71,142
"22185",2016,0,0,36,36
"22185",2018,0,71,71,142
"22186",2016,0,0,36,36
"22186",2018,0,71,71,142
"22187",2016,0,0,36,36
"22187",2018,0,71,71,142
"22188",2016,0,0,36,36
"22188",2018,0,71,71,142
"22189",2016,0,0,36,36
"22189",2018,0,71,71,142
"22190",2016,0,0,36,36
"22190",2018,0,71,71,142
"22193",2016,0,0,36,36
"22193",2018,0,71,71,142
"22194",2016,0,0,36,36
"22194",2018,0,71,71,142
"22195",2016,0,0,36,36
"22195",2018,0,71,71,142
"22196",2016,0,0,36,36
"22196",2018,0,71,71,142
"22197",2016,0,0,36,36
"22197",2018,0,71,71,142
"22198",2016,0,0,36,36
"22198",2018,0,71,71,142
"22199",2016,0,0,36,36
"22199",2018,0,71,71,142
"22200",2016,0,0,36,36
"22200",2018,0,71,71,142
"22201",2016,0,0,36,36
"22201",2018,0,71,71,142
"22202",2016,0,0,36,36
"22202",2018,0,71,71,142
"22203",2016,0,0,36,36
"22203",2018,0,71,71,142
"22204",2016,0,0,36,36
"22204",2018,0,71,71,142
"22205",2016,0,0,36,36
"22205",2018,0,71,71,142
"22206",2016,0,0,36,36
"22206",2018,0,71,71,142
"22207",2016,0,0,36,36
"22207",2018,0,71,71,142
"22208",2016,0,0,36,36
"22208",2018,0,71,71,142
"22209",2016,0,0,36,36
"22209",2018,0,71,71,142
"22210",2016,0,0,36,36
"22210",2018,0,71,71,142
"22211",2016,0,0,36,36
"22211",2018,0,71,71,142
"22212",2016,0,0,36,36
"22212",2018,0,71,71,142
"22213",2016,0,0,36,36
"22213",2018,0,71,71,142
"22214",2016,0,0,36,36
"22214",2018,0,71,71,142
"22215",2016,0,0,36,36
"22215",2018,0,71,71,142
"22216",2016,0,0,36,36
"22216",2018,0,71,71,142
"22217",2016,0,0,36,36
"22217",2018,0,71,71,142
"22218",2016,0,0,36,36
"22218",2018,0,71,71,142
"22219",2016,0,0,36,36
"22219",2018,0,71,71,142
"22220",2016,0,0,36,36
"22220",2018,0,71,71,142
"22221",2016,0,0,36,36
"22221",2018,0,71,71,142
"22222",2016,0,0,36,36
"22222",2018,0,71,71,142
"22223",2016,0,0,36,36
"22223",2018,0,71,71,142
"22224",2016,0,0,36,36
"22224",2018,0,71,71,142
"22225",2016,0,0,36,36
"22225",2018,0,71,71,142
"22226",2016,0,0,36,36
"22226",2018,0,71,71,142
"22227",2016,0,0,36,36
"22227",2018,0,71,71,142
"22228",2016,0,0,36,36
"22228",2018,0,71,71,142
"22229",2016,0,0,36,36
"22229",2018,0,71,71,142
"22231",2016,0,0,36,36
"22231",2018,0,71,71,142
"22232",2016,0,0,36,36
"22232",2018,0,71,71,142
"22233",2016,0,0,36,36
"22233",2018,0,71,71,142
"22234",2016,0,0,36,36
"22234",2018,0,71,71,142
"22235",2016,0,0,36,36
"22235",2018,0,71,71,142
"22236",2016,0,0,36,36
"22236",2018,0,71,71,142
"22237",2016,0,0,36,36
"22237",2018,0,71,71,142
"22238",2016,0,0,36,36
"22238",2018,0,71,71,142
"22239",2016,0,0,36,36
"22239",2018,0,71,71,142
"22240",2016,0,0,36,36
"22240",2018,0,71,71,142
"22241",2016,0,0,36,36
"22241",2018,0,71,71,142
"22242",2016,0,0,36,36
"22242",2018,0,71,71,142
"22243",2016,0,0,36,36
"22243",2018,0,71,71,142
"22244",2016,0,0,36,36
"22244",2018,0,71,71,142
"22245",2016,0,0,36,36
"22245",2018,0,71,71,142
"22246",2016,0,0,36,36
"22246",2018,0,71,71,142
"22248",2016,0,0,36,36
"22248",2018,0,71,71,142
"22249",2016,0,0,36,36
"22249",2018,0,71,71,142
"22250",2016,0,0,36,36
"22250",2018,0,71,71,142
"22251",2016,0,0,36,36
"22251",2018,0,71,71,142
"22254",2016,0,0,36,36
"22254",2018,0,71,71,142
"22255",2016,0,0,36,36
"22255",2018,0,71,71,142
"22256",2016,0,0,36,36
"22256",2018,0,71,71,142
"22257",2016,0,0,36,36
"22257",2018,0,71,71,142
"22258",2016,0,0,36,36
"22258",2018,0,71,71,142
"22259",2016,0,0,36,36
"22259",2018,0,71,71,142
"22260",2016,0,0,36,36
"22260",2018,0,71,71,142
"22261",2016,0,0,36,36
"22261",2018,0,71,71,142
"22262",2016,0,0,36,36
"22262",2018,0,71,71,142
"22263",2016,0,0,36,36
"22263",2018,0,71,71,142
"22264",2016,0,0,36,36
"22264",2018,0,71,71,142
"22265",2016,0,0,36,36
"22265",2018,0,71,71,142
"22266",2016,0,0,36,36
"22266",2018,0,71,71,142
"22267",2016,0,0,36,36
"22267",2018,0,71,71,142
"22268",2016,0,0,36,36
"22268",2018,0,71,71,142
"22269",2016,0,0,36,36
"22269",2018,0,71,71,142
"22271",2016,0,0,36,36
"22271",2018,0,71,71,142
"22272",2016,0,0,36,36
"22272",2018,0,71,71,142
"22273",2016,0,0,36,36
"22273",2018,0,71,71,142
"22274",2016,0,0,36,36
"22274",2018,0,71,71,142
"22275",2016,0,0,36,36
"22275",2018,0,71,71,142
"22276",2016,0,0,36,36
"22276",2018,0,71,71,142
"22277",2016,0,0,36,36
"22277",2018,0,71,71,142
"22278",2016,0,0,36,36
"22278",2018,0,71,71,142
"22279",2016,0,0,36,36
"22279",2018,0,71,71,142
"22280",2016,0,0,36,36
"22280",2018,0,71,71,142
"22281",2016,0,0,36,36
"22281",2018,0,71,71,142
"22282",2016,0,0,36,36
"22282",2018,0,71,71,142
"22283",2016,0,0,36,36
"22283",2018,0,71,71,142
"22284",2016,0,0,36,36
"22284",2018,0,71,71,142
"22285",2016,0,0,36,36
"22285",2018,0,71,71,142
"22286",2016,0,0,36,36
"22286",2018,0,71,71,142
"22287",2016,0,0,36,36
"22287",2018,0,71,71,142
"22288",2016,0,0,36,36
"22288",2018,0,71,71,142
"22289",2016,0,0,36,36
"22289",2018,0,71,71,142
"22291",2016,0,0,36,36
"22291",2018,0,71,71,142
"22293",2016,0,0,36,36
"22293",2018,0,71,71,142
"22294",2016,0,0,36,36
"22294",2018,0,71,71,142
"22295",2016,0,0,36,36
"22295",2018,0,71,71,142
"22296",2016,0,0,36,36
"22296",2018,0,71,71,142
"22299",2016,0,0,36,36
"22299",2018,0,71,71,142
"22300",2016,0,0,36,36
"22300",2018,0,71,71,142
"22302",2016,0,0,36,36
"22302",2018,0,71,71,142
"22304",2016,0,0,36,36
"22304",2018,0,71,71,142
"22305",2016,0,0,36,36
"22305",2018,0,71,71,142
"22306",2016,0,0,36,36
"22306",2018,0,71,71,142
"22307",2016,0,0,36,36
"22307",2018,0,71,71,142
"22308",2016,0,0,36,36
"22308",2018,0,71,71,142
"22309",2016,0,0,36,36
"22309",2018,0,71,71,142
"22310",2016,0,0,36,36
"22310",2018,0,71,71,142
"22311",2016,0,0,36,36
"22311",2018,0,71,71,142
"22312",2016,0,0,36,36
"22312",2018,0,71,71,142
"22313",2016,0,0,36,36
"22313",2018,0,71,71,142
"22314",2016,0,0,36,36
"22314",2018,0,71,71,142
"22315",2016,0,0,36,36
"22315",2018,0,71,71,142
"22316",2016,0,0,36,36
"22316",2018,0,71,71,142
"22317",2016,0,0,36,36
"22317",2018,0,71,71,142
"22318",2016,0,0,36,36
"22318",2018,0,71,71,142
"22319",2016,0,0,36,36
"22319",2018,0,71,71,142
"22320",2016,0,0,36,36
"22320",2018,0,71,71,142
"22321",2016,0,0,36,36
"22321",2018,0,71,71,142
"22322",2016,0,0,36,36
"22322",2018,0,71,71,142
"22323",2016,0,0,36,36
"22323",2018,0,71,71,142
"22324",2016,0,0,36,36
"22324",2018,0,71,71,142
"22325",2016,0,0,36,36
"22325",2018,0,71,71,142
"22326",2016,0,0,36,36
"22326",2018,0,71,71,142
"22327",2016,0,0,36,36
"22327",2018,0,71,71,142
"22328",2016,0,0,36,36
"22328",2018,0,71,71,142
"22330",2016,0,0,36,36
"22330",2018,0,71,71,142
"22331",2016,0,0,36,36
"22331",2018,0,71,71,142
"22332",2016,0,0,36,36
"22332",2018,0,71,71,142
"22333",2016,0,0,36,36
"22333",2018,0,71,71,142
"22334",2016,0,0,36,36
"22334",2018,0,71,71,142
"22335",2016,0,0,36,36
"22335",2018,0,71,71,142
"22337",2016,0,0,36,36
"22337",2018,0,71,71,142
"22338",2016,0,0,36,36
"22338",2018,0,71,71,142
"22339",2016,0,0,36,36
"22339",2018,0,71,71,142
"22340",2016,0,0,36,36
"22340",2018,0,71,71,142
"22341",2016,0,0,36,36
"22341",2018,0,71,71,142
"22342",2016,0,0,36,36
"22342",2018,0,71,71,142
"22343",2016,0,0,36,36
"22343",2018,0,71,71,142
"22344",2016,0,0,36,36
"22344",2018,0,71,71,142
"22345",2016,0,0,36,36
"22345",2018,0,71,71,142
"22346",2016,0,0,36,36
"22346",2018,0,71,71,142
"22347",2016,0,0,36,36
"22347",2018,0,71,71,142
"22348",2016,0,0,36,36
"22348",2018,0,71,71,142
"22349",2016,0,0,36,36
"22349",2018,0,71,71,142
"22350",2016,0,0,36,36
"22350",2018,0,71,71,142
"22351",2016,0,0,36,36
"22351",2018,0,71,71,142
"22352",2016,0,0,36,36
"22352",2018,0,71,71,142
"22353",2016,0,0,36,36
"22353",2018,0,71,71,142
"22354",2016,0,0,36,36
"22354",2018,0,71,71,142
"22356",2016,0,0,36,36
"22356",2018,0,71,71,142
"22358",2016,0,0,36,36
"22358",2018,0,71,71,142
"22359",2016,0,0,36,36
"22359",2018,0,71,71,142
"22360",2016,0,0,36,36
"22360",2018,0,71,71,142
"22361",2016,0,0,36,36
"22361",2018,0,71,71,142
"22362",2016,0,0,36,36
"22362",2018,0,71,71,142
"22363",2016,0,0,36,36
"22363",2018,0,71,71,142
"22364",2016,0,0,36,36
"22364",2018,0,71,71,142
"22365",2016,0,0,36,36
"22365",2018,0,71,71,142
"22366",2016,0,0,36,36
"22366",2018,0,71,71,142
"22368",2016,0,0,36,36
"22368",2018,0,71,71,142
"22369",2016,0,0,36,36
"22369",2018,0,71,71,142
"22370",2016,0,0,36,36
"22370",2018,0,71,71,142
"22371",2016,0,0,36,36
"22371",2018,0,71,71,142
"22372",2016,0,0,36,36
"22372",2018,0,71,71,142
"22373",2016,0,0,36,36
"22373",2018,0,71,71,142
"22375",2016,0,0,36,36
"22375",2018,0,71,71,142
"22376",2016,0,0,36,36
"22376",2018,0,71,71,142
"22377",2016,0,0,36,36
"22377",2018,0,71,71,142
"22378",2016,0,0,36,36
"22378",2018,0,71,71,142
"22379",2016,0,0,36,36
"22379",2018,0,71,71,142
"22380",2016,0,0,36,36
"22380",2018,0,71,71,142
"22381",2016,0,0,36,36
"22381",2018,0,71,71,142
"22383",2016,0,0,36,36
"22383",2018,0,71,71,142
"22384",2016,0,0,36,36
"22384",2018,0,71,71,142
"22385",2016,0,0,36,36
"22385",2018,0,71,71,142
"22386",2016,0,0,36,36
"22386",2018,0,71,71,142
"22387",2016,0,0,36,36
"22387",2018,0,71,71,142
"22388",2016,0,0,36,36
"22388",2018,0,71,71,142
"22389",2016,0,0,36,36
"22389",2018,0,71,71,142
"22390",2016,0,0,36,36
"22390",2018,0,71,71,142
"22391",2016,0,0,36,36
"22391",2018,0,71,71,142
"23001",2019,0,44,44,88
"23001",2020,0,56,31,87
"23002",2019,0,44,44,88
"23002",2020,0,56,31,87
"23003",2019,0,44,44,88
"23003",2020,0,56,31,87
"23004",2019,0,44,44,88
"23004",2020,0,56,31,87
"23005",2019,0,44,44,88
"23005",2020,0,56,31,87
"23006",2019,0,44,44,88
"23006",2020,0,56,31,87
"23007",2019,0,44,44,88
"23007",2020,0,56,31,87
"23008",2019,0,44,44,88
"23008",2020,0,56,31,87
"23009",2019,0,44,44,88
"23009",2020,0,56,31,87
"23010",2019,0,44,44,88
"23010",2020,0,56,31,87
"23011",2019,0,44,44,88
"23011",2020,0,56,31,87
"23012",2019,0,44,44,88
"23012",2020,0,56,31,87
"23013",2019,0,44,44,88
"23013",2020,0,56,31,87
"23014",2019,0,44,44,88
"23014",2020,0,56,31,87
"23015",2019,0,44,44,88
"23015",2020,0,56,31,87
"23016",2019,0,44,44,88
"23016",2020,0,56,31,87
"23017",2019,0,44,44,88
"23017",2020,0,56,31,87
"23018",2019,0,44,44,88
"23018",2020,0,56,31,87
"23019",2019,0,44,44,88
"23019",2020,0,56,31,87
"23020",2019,0,44,44,88
"23020",2020,0,56,31,87
"23021",2019,0,44,44,88
"23021",2020,0,56,31,87
"23022",2019,0,44,44,88
"23022",2020,0,56,31,87
"23023",2019,0,44,44,88
"23023",2020,0,56,31,87
"23024",2019,0,44,44,88
"23024",2020,0,56,31,87
"23025",2019,0,44,44,88
"23025",2020,0,56,31,87
"23026",2019,0,44,44,88
"23026",2020,0,56,31,87
"23027",2019,0,44,44,88
"23027",2020,0,56,31,87
"23028",2019,0,44,44,88
"23028",2020,0,56,31,87
"23029",2019,0,44,44,88
"23029",2020,0,56,31,87
"23030",2019,0,44,44,88
"23030",2020,0,56,31,87
"23031",2019,0,44,44,88
"23031",2020,0,56,31,87
"23032",2019,0,44,44,88
"23032",2020,0,56,31,87
"23033",2019,0,44,44,88
"23033",2020,0,56,31,87
"23034",2019,0,44,44,88
"23034",2020,0,56,31,87
"23035",2019,0,44,44,88
"23035",2020,0,56,31,87
"23036",2019,0,44,44,88
"23036",2020,0,56,31,87
"23037",2019,0,44,44,88
"23037",2020,0,56,31,87
"23038",2019,0,44,44,88
"23038",2020,0,56,31,87
"23039",2019,0,44,44,88
"23039",2020,0,56,31,87
"23040",2019,0,44,44,88
"23040",2020,0,56,31,87
"23041",2019,0,44,44,88
"23041",2020,0,56,31,87
"23042",2019,0,44,44,88
"23042",2020,0,56,31,87
"23043",2019,0,44,44,88
"23043",2020,0,56,31,87
"23044",2019,0,44,44,88
"23044",2020,0,56,31,87
"23045",2019,0,44,44,88
"23045",2020,0,56,31,87
"23046",2019,0,44,44,88
"23046",2020,0,56,31,87
"23047",2019,0,44,44,88
"23047",2020,0,56,31,87
"23048",2019,0,44,44,88
"23048",2020,0,56,31,87
"23049",2019,0,44,44,88
"23049",2020,0,56,31,87
"23050",2019,0,44,44,88
"23050",2020,0,56,31,87
"23051",2019,0,44,44,88
"23051",2020,0,56,31,87
"23052",2019,0,44,44,88
"23052",2020,0,56,31,87
"23053",2019,0,44,44,88
"23053",2020,0,56,31,87
"23054",2019,0,44,44,88
"23054",2020,0,56,31,87
"23055",2019,0,44,44,88
"23055",2020,0,56,31,87
"23056",2019,0,44,44,88
"23056",2020,0,56,31,87
"23057",2019,0,44,44,88
"23057",2020,0,56,31,87
"23058",2019,0,44,44,88
"23058",2020,0,56,31,87
"23059",2019,0,44,44,88
"23059",2020,0,56,31,87
"23060",2019,0,44,44,88
"23060",2020,0,56,31,87
"23061",2019,0,44,44,88
"23061",2020,0,56,31,87
"23062",2019,0,44,44,88
"23062",2020,0,56,31,87
"23063",2019,0,44,44,88
"23063",2020,0,56,31,87
"23064",2019,0,44,44,88
"23064",2020,0,56,31,87
"23065",2019,0,44,44,88
"23065",2020,0,56,31,87
"23066",2019,0,44,44,88
"23066",2020,0,56,31,87
"23067",2019,0,44,44,88
"23067",2020,0,56,31,87
"23068",2019,0,44,44,88
"23068",2020,0,56,31,87
"23069",2019,0,44,44,88
"23069",2020,0,56,31,87
"23070",2019,0,44,44,88
"23070",2020,0,56,31,87
"23071",2019,0,44,44,88
"23071",2020,0,56,31,87
"23072",2019,0,44,44,88
"23072",2020,0,56,31,87
"23073",2019,0,44,44,88
"23073",2020,0,56,31,87
"23074",2019,0,44,44,88
"23074",2020,0,56,31,87
"23075",2019,0,44,44,88
"23075",2020,0,56,31,87
"23076",2019,0,44,44,88
"23076",2020,0,56,31,87
"23077",2019,0,44,44,88
"23077",2020,0,56,31,87
"23078",2019,0,44,44,88
"23078",2020,0,56,31,87
"23079",2019,0,44,44,88
"23079",2020,0,56,31,87
"23080",2019,0,44,44,88
"23080",2020,0,56,31,87
"23081",2019,0,44,44,88
"23081",2020,0,56,31,87
"23082",2019,0,44,44,88
"23082",2020,0,56,31,87
"23083",2019,0,44,44,88
"23083",2020,0,56,31,87
"23084",2019,0,44,44,88
"23084",2020,0,56,31,87
"23086",2019,0,44,44,88
"23086",2020,0,56,31,87
"23087",2019,0,44,44,88
"23087",2020,0,56,31,87
"23088",2019,0,44,44,88
"23088",2020,0,56,31,87
"23089",2019,0,44,44,88
"23089",2020,0,56,31,87
"23090",2019,0,44,44,88
"23090",2020,0,56,31,87
"23091",2019,0,44,44,88
"23091",2020,0,56,31,87
"23092",2019,0,44,44,88
"23092",2020,0,56,31,87
"23093",2019,0,44,44,88
"23093",2020,0,56,31,87
"23095",2019,0,44,44,88
"23095",2020,0,56,31,87
"23096",2019,0,44,44,88
"23096",2020,0,56,31,87
"23097",2019,0,44,44,88
"23097",2020,0,56,31,87
"23098",2019,0,44,44,88
"23098",2020,0,56,31,87
"23099",2019,0,44,44,88
"23099",2020,0,56,31,87
"23100",2019,0,44,44,88
"23100",2020,0,56,31,87
"23101",2019,0,44,44,88
"23101",2020,0,56,31,87
"23102",2019,0,44,44,88
"23102",2020,0,56,31,87
"23103",2019,0,44,44,88
"23103",2020,0,56,31,87
"23104",2019,0,44,44,88
"23104",2020,0,56,31,87
"23105",2019,0,44,44,88
"23105",2020,0,56,31,87
"23106",2019,0,44,44,88
"23106",2020,0,56,31,87
"23107",2019,0,44,44,88
"23107",2020,0,56,31,87
"23108",2019,0,44,44,88
"23108",2020,0,56,31,87
"23109",2019,0,44,44,88
"23109",2020,0,56,31,87
"23110",2019,0,44,44,88
"23110",2020,0,56,31,87
"23111",2019,0,44,44,88
"23111",2020,0,56,31,87
"23112",2019,0,44,44,88
"23112",2020,0,56,31,87
"23113",2019,0,44,44,88
"23113",2020,0,56,31,87
"23114",2019,0,44,44,88
"23114",2020,0,56,31,87
"23115",2019,0,44,44,88
"23115",2020,0,56,31,87
"23116",2019,0,44,44,88
"23116",2020,0,56,31,87
"23117",2019,0,44,44,88
"23117",2020,0,56,31,87
"23118",2019,0,44,44,88
"23118",2020,0,56,31,87
"23119",2019,0,44,44,88
"23119",2020,0,56,31,87
"23120",2019,0,44,44,88
"23120",2020,0,56,31,87
"23122",2019,0,44,44,88
"23122",2020,0,56,31,87
"23123",2019,0,44,44,88
"23123",2020,0,56,31,87
"23124",2019,0,44,44,88
"23124",2020,0,56,31,87
"23125",2019,0,44,44,88
"23125",2020,0,56,31,87
"23127",2019,0,44,44,88
"23127",2020,0,56,31,87
"23128",2019,0,44,44,88
"23128",2020,0,56,31,87
"23129",2019,0,44,44,88
"23129",2020,0,56,31,87
"23130",2019,0,44,44,88
"23130",2020,0,56,31,87
"23131",2019,0,44,44,88
"23131",2020,0,56,31,87
"23132",2019,0,44,44,88
"23132",2020,0,56,31,87
"23133",2019,0,44,44,88
"23133",2020,0,56,31,87
"23134",2019,0,44,44,88
"23134",2020,0,56,31,87
"23136",2019,0,44,44,88
"23136",2020,0,56,31,87
"23137",2019,0,44,44,88
"23137",2020,0,56,31,87
"23138",2019,0,44,44,88
"23138",2020,0,56,31,87
"23139",2019,0,44,44,88
"23139",2020,0,56,31,87
"23140",2019,0,44,44,88
"23140",2020,0,56,31,87
"23141",2019,0,44,44,88
"23141",2020,0,56,31,87
"23142",2019,0,44,44,88
"23142",2020,0,56,31,87
"23143",2019,0,44,44,88
"23143",2020,0,56,31,87
"23144",2019,0,44,44,88
"23144",2020,0,56,31,87
"23145",2019,0,44,44,88
"23145",2020,0,56,31,87
"23146",2019,0,44,44,88
"23146",2020,0,56,31,87
"23147",2019,0,44,44,88
"23147",2020,0,56,31,87
"23148",2019,0,44,44,88
"23148",2020,0,56,31,87
"23149",2019,0,44,44,88
"23149",2020,0,56,31,87
"23150",2019,0,44,44,88
"23150",2020,0,56,31,87
"23151",2019,0,44,44,88
"23151",2020,0,56,31,87
"23152",2019,0,44,44,88
"23152",2020,0,56,31,87
"23154",2019,0,44,44,88
"23154",2020,0,56,31,87
"23155",2019,0,44,44,88
"23155",2020,0,56,31,87
"23156",2019,0,44,44,88
"23156",2020,0,56,31,87
"23157",2019,0,44,44,88
"23157",2020,0,56,31,87
"23158",2019,0,44,44,88
"23158",2020,0,56,31,87
"23159",2019,0,44,44,88
"23159",2020,0,56,31,87
"23160",2019,0,44,44,88
"23160",2020,0,56,31,87
"23162",2019,0,44,44,88
"23162",2020,0,56,31,87
"23164",2019,0,44,44,88
"23164",2020,0,56,31,87
"23165",2019,0,44,44,88
"23165",2020,0,56,31,87
"23166",2019,0,44,44,88
"23166",2020,0,56,31,87
"23167",2019,0,44,44,88
"23167",2020,0,56,31,87
"23168",2019,0,44,44,88
"23168",2020,0,56,31,87
"23169",2019,0,44,44,88
"23169",2020,0,56,31,87
"23170",2019,0,44,44,88
"23170",2020,0,56,31,87
"23171",2019,0,44,44,88
"23171",2020,0,56,31,87
"23172",2019,0,44,44,88
"23172",2020,0,56,31,87
"23173",2019,0,44,44,88
"23173",2020,0,56,31,87
"23174",2019,0,44,44,88
"23174",2020,0,56,31,87
"23175",2019,0,44,44,88
"23175",2020,0,56,31,87
"23176",2019,0,44,44,88
"23176",2020,0,56,31,87
"23177",2019,0,44,44,88
"23177",2020,0,56,31,87
"23178",2019,0,44,44,88
"23178",2020,0,56,31,87
"23179",2019,0,44,44,88
"23179",2020,0,56,31,87
"23180",2019,0,44,44,88
"23180",2020,0,56,31,87
"23181",2019,0,44,44,88
"23181",2020,0,56,31,87
"23182",2019,0,44,44,88
"23182",2020,0,56,31,87
"23183",2019,0,44,44,88
"23183",2020,0,56,31,87
"23184",2019,0,44,44,88
"23184",2020,0,56,31,87
"23185",2019,0,44,44,88
"23185",2020,0,56,31,87
"23186",2019,0,44,44,88
"23186",2020,0,56,31,87
"23187",2019,0,44,44,88
"23187",2020,0,56,31,87
"23188",2019,0,44,44,88
"23188",2020,0,56,31,87
"23189",2019,0,44,44,88
"23189",2020,0,56,31,87
"23190",2019,0,44,44,88
"23190",2020,0,56,31,87
"23191",2019,0,44,44,88
"23191",2020,0,56,31,87
"23192",2019,0,44,44,88
"23192",2020,0,56,31,87
"23193",2019,0,44,44,88
"23193",2020,0,56,31,87
"23194",2019,0,44,44,88
"23194",2020,0,56,31,87
"23195",2019,0,44,44,88
"23195",2020,0,56,31,87
"23196",2019,0,44,44,88
"23196",2020,0,56,31,87
"23197",2019,0,44,44,88
"23197",2020,0,56,31,87
"23198",2019,0,44,44,88
"23198",2020,0,56,31,87
"23199",2019,0,44,44,88
"23199",2020,0,56,31,87
"23200",2019,0,44,44,88
"23200",2020,0,56,31,87
"23201",2019,0,44,44,88
"23201",2020,0,56,31,87
"23202",2019,0,44,44,88
"23202",2020,0,56,31,87
"23203",2019,0,44,44,88
"23203",2020,0,56,31,87
"23204",2019,0,44,44,88
"23204",2020,0,56,31,87
"23205",2019,0,44,44,88
"23205",2020,0,56,31,87
"23206",2019,0,44,44,88
"23206",2020,0,56,31,87
"23207",2019,0,44,44,88
"23207",2020,0,56,31,87
"23208",2019,0,44,44,88
"23208",2020,0,56,31,87
"23209",2019,0,44,44,88
"23209",2020,0,56,31,87
"23210",2019,0,44,44,88
"23210",2020,0,56,31,87
"23211",2019,0,44,44,88
"23211",2020,0,56,31,87
"23212",2019,0,44,44,88
"23212",2020,0,56,31,87
"23213",2019,0,44,44,88
"23213",2020,0,56,31,87
"23214",2019,0,44,44,88
"23214",2020,0,56,31,87
"23215",2019,0,44,44,88
"23215",2020,0,56,31,87
"23216",2019,0,44,44,88
"23216",2020,0,56,31,87
"23217",2019,0,44,44,88
"23217",2020,0,56,31,87
"23218",2019,0,44,44,88
"23218",2020,0,56,31,87
"23219",2019,0,44,44,88
"23219",2020,0,56,31,87
"23220",2019,0,44,44,88
"23220",2020,0,56,31,87
"23221",2019,0,44,44,88
"23221",2020,0,56,31,87
"23222",2019,0,44,44,88
"23222",2020,0,56,31,87
"23223",2019,0,44,44,88
"23223",2020,0,56,31,87
"23224",2019,0,44,44,88
"23224",2020,0,56,31,87
"23225",2019,0,44,44,88
"23225",2020,0,56,31,87
"23226",2019,0,44,44,88
"23226",2020,0,56,31,87
"23227",2019,0,44,44,88
"23227",2020,0,56,31,87
"23228",2019,0,44,44,88
"23228",2020,0,56,31,87
"23229",2019,0,44,44,88
"23229",2020,0,56,31,87
"23230",2019,0,44,44,88
"23230",2020,0,56,31,87
"23232",2019,0,44,44,88
"23232",2020,0,56,31,87
"23233",2019,0,44,44,88
"23233",2020,0,56,31,87
"23234",2019,0,44,44,88
"23234",2020,0,56,31,87
"23235",2019,0,44,44,88
"23235",2020,0,56,31,87
"23236",2019,0,44,44,88
"23236",2020,0,56,31,87
"23237",2019,0,44,44,88
"23237",2020,0,56,31,87
"23238",2019,0,44,44,88
"23238",2020,0,56,31,87
"23239",2019,0,44,44,88
"23239",2020,0,56,31,87
"23240",2019,0,44,44,88
"23240",2020,0,56,31,87
"23241",2019,0,44,44,88
"23241",2020,0,56,31,87
"23242",2019,0,44,44,88
"23242",2020,0,56,31,87
"23243",2019,0,44,44,88
"23243",2020,0,56,31,87
"23244",2019,0,44,44,88
"23244",2020,0,56,31,87
"23245",2019,0,44,44,88
"23245",2020,0,56,31,87
"23246",2019,0,44,44,88
"23246",2020,0,56,31,87
"23247",2019,0,44,44,88
"23247",2020,0,56,31,87
"23248",2019,0,44,44,88
"23248",2020,0,56,31,87
"23249",2019,0,44,44,88
"23249",2020,0,56,31,87
"23250",2019,0,44,44,88
"23250",2020,0,56,31,87
"23251",2019,0,44,44,88
"23251",2020,0,56,31,87
"23252",2019,0,44,44,88
"23252",2020,0,56,31,87
"23253",2019,0,44,44,88
"23253",2020,0,56,31,87
"23254",2019,0,44,44,88
"23254",2020,0,56,31,87
"23255",2019,0,44,44,88
"23255",2020,0,56,31,87
"23257",2019,0,44,44,88
"23257",2020,0,56,31,87
"23258",2019,0,44,44,88
"23258",2020,0,56,31,87
"23259",2019,0,44,44,88
"23259",2020,0,56,31,87
"23260",2019,0,44,44,88
"23260",2020,0,56,31,87
"23261",2019,0,44,44,88
"23261",2020,0,56,31,87
"23262",2019,0,44,44,88
"23262",2020,0,56,31,87
